FirstName,LastName,StartDate,ExitDate,Title,Supervisor,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,TerminationType,TerminationDescription,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating,Employee ID,Survey Date,Engagement Score,Satisfaction Score,Work-Life Balance Score,Training Date,Training Program Name,Training Type,Training Outcome,Location,Trainer,Training Duration(Days),Training Cost
Garrett,Zimmerman,30-Aug-20,30-Aug-22,Area Sales Manager,Destiny Hopkins,PL,Future Start,Part-Time,Zone A,Part-Time,Retirement,Worker medical commercial participant tough leg.,Sales,General - Con,19-04-1959,TX,Technician,Male,6240,Other,Widowed,Fully Meets,4,3501,20-02-2023,2,3,4,9-Jun-23,Project Management,External,Passed,South Kaylachester,Troy Adams,3,135.95
Eugene,Marks,1-Oct-19,,Area Sales Manager,Angela Morris,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,Splicing,29-06-1976,TX,Electrician,Male,49914,White,Married,Fully Meets,1,3502,24-04-2023,5,3,5,3-Jan-23,Customer Service,External,Incomplete,East Karlton,Bryan Kennedy PhD,3,427.12
Geovanni,Pugh,20-Jan-22,,Area Sales Manager,Erica Franklin,CCDR,Active,Part-Time,Zone A,Temporary,Unk,,Sales,Project Management - Con,27-07-1951,CO,Manager,Male,71319,Other,Single,Fully Meets,4,3503,28-01-2023,5,2,3,20-Feb-23,Technical Skills,Internal,Completed,East Brandonview,Lisa Shelton,4,996.35
Javon,Kelley,10-Oct-21,,Area Sales Manager,Gabriela Orr,SVG,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,General - Con,23-08-1980,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2,3504,20-04-2023,3,4,3,2-Jun-23,Communication Skills,Internal,Completed,Brittneyside,Linda Pena,5,963.23
Amaya,Hicks,29-Aug-20,,Area Sales Manager,Michael Wilkins,EW,Active,Contract,Zone B,Temporary,Unk,,Sales,Field Operations,24-07-1943,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1,3505,10/11/2022,4,3,2,13-Sep-22,Leadership Development,Internal,Failed,West Jamesburgh,Sophia Roberts,5,260.97
Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,Jordan Vega,MSC,Active,Full-Time,Zone B,Temporary,Voluntary,Fund nor half early miss follow.,Sales,Field Operations,6/7/1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2,3506,27-06-2023,2,2,3,21-May-23,Leadership Development,Internal,Completed,Deleonport,Jonathan Peterson,1,781.81
Ivan,Huff,25-Feb-21,7-Apr-23,Area Sales Manager,John Miller,TNS,Active,Full-Time,Zone A,Full-Time,Retirement,Line later deal stand sometimes too mind.,Sales,Project Management - Con,24-03-1973,CA,Manager,Male,9437,White,Single,Fully Meets,4,3507,31-03-2023,2,5,2,25-May-23,Project Management,Internal,Passed,Loriberg,Michael Copeland,4,651.77
Aidan,Harding,13-Jul-21,,Area Sales Manager,Trevor Adkins,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Aerial,26-05-1942,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5,3508,17-04-2023,1,5,4,4-Apr-23,Communication Skills,External,Completed,South Michael,Ashley Contreras,1,568.22
Cruz,Boyer,14-Apr-21,,Area Sales Manager,Marcus Hunt,BPC,Active,Part-Time,Zone C,Full-Time,Unk,,Sales,General - Sga,4/11/1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2,3509,3/12/2022,4,5,2,4-Mar-23,Leadership Development,External,Completed,Diamondchester,William Smith,4,612.1
Raven,Koch,10-Feb-20,,Area Sales Manager,Jennifer King,PYZ,Active,Part-Time,Zone A,Full-Time,Unk,,Sales,General - Con,17-10-1956,KY,Laborer,Female,65329,Hispanic,Married,Fully Meets,2,3510,22-08-2022,2,4,3,27-Oct-22,Technical Skills,External,Completed,Stevensside,Donna Diaz,4,473.23
Karli,Barker,17-Aug-21,31-Dec-21,Area Sales Manager,Shawn Dudley,WBL,Active,Part-Time,Zone B,Full-Time,Resignation,Tell paper every.,Sales,Finance & Accounting,18-02-1997,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4,3511,11/5/2023,5,4,5,7-Apr-23,Technical Skills,Internal,Completed,Anthonyville,Juan Peck,3,344.44
Tyrone,Sosa,17-Apr-23,22-Jun-23,Area Sales Manager,Lindsay Chang,NEL,Future Start,Contract,Zone C,Temporary,Voluntary,Why sport must page bad.,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2,3512,20-02-2023,5,1,3,25-Nov-22,Communication Skills,Internal,Failed,Bryantport,Sharon Miller,2,206.44
Damaris,Cisneros,2-Sep-22,24-May-23,Area Sales Manager,Sharon Ruiz,PL,Future Start,Contract,Zone C,Temporary,Involuntary,Something sense information final building.,Sales,General - Con,13-11-1959,TX,Laborer,Male,93051,Other,Married,Fully Meets,5,3513,11/5/2023,4,1,3,3-Jun-23,Communication Skills,External,Completed,East Adam,Katie Harrington,1,599
Alexus,Estes,15-Apr-20,,Area Sales Manager,April Randolph,BPC,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Wireline Construction,3/1/1958,TX,Manager,Male,17419,Asian,Married,Fully Meets,1,3514,25-08-2022,2,1,1,21-Feb-23,Leadership Development,Internal,Incomplete,West Adam,Jimmy Lucero,3,975.46
Kinsley,Flowers,9-Mar-22,10-Dec-22,Area Sales Manager,Mary Reilly,CCDR,Future Start,Part-Time,Zone A,Part-Time,Retirement,School see rest firm I.,Sales,Finance & Accounting,29-04-1997,CO,Controller,Male,59593,White,Single,Fully Meets,4,3515,3/7/2023,3,5,5,4-Feb-23,Customer Service,Internal,Completed,West Keith,Elizabeth Cook,1,143.96
Deborah,Love,7-Apr-22,22-Jan-23,Area Sales Manager,Eric Goodman,SVG,Active,Contract,Zone B,Part-Time,Retirement,Source doctor rock group this.,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5,3516,15-11-2022,2,3,5,22-Jun-23,Technical Skills,Internal,Incomplete,Lake Stephen,Gregory Kramer,1,570.42
Milagros,Francis,19-Feb-20,,Area Sales Manager,Caleb Schneider,EW,Active,Part-Time,Zone A,Part-Time,Unk,,Sales,Splicing,4/1/1942,IN,Splicer,Male,44469,Hispanic,Widowed,Fully Meets,4,3517,1/1/2023,4,1,1,17-Sep-22,Technical Skills,Internal,Failed,Hillberg,Mr. Frederick Fuentes,3,391.31
Roberto,Michael,10-Apr-21,4-Jul-22,Area Sales Manager,Cheryl Henry,MSC,Active,Contract,Zone B,Part-Time,Involuntary,Little imagine career he produce program.,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2,3518,13-05-2023,4,2,5,27-Jun-23,Customer Service,Internal,Completed,Port Vanessafort,Michael Parker,3,826.58
Elaine,Ewing,19-Dec-21,2-Mar-22,Area Sales Manager,Dan Hernandez,TNS,Active,Part-Time,Zone C,Temporary,Resignation,Your very trip successful memory to while out.,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2,3519,10/6/2023,1,3,4,11-Dec-22,Leadership Development,External,Incomplete,Deborahshire,Patrick Reeves,4,930.69
Caiden,Munoz,13-Dec-20,13-Jan-23,Area Sales Manager,Teresa Daniel,TNS,Active,Full-Time,Zone C,Temporary,Involuntary,Red some option.,Sales,Project Management - Con,1/3/1963,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1,3520,17-09-2022,5,1,1,11-Sep-22,Customer Service,External,Incomplete,North Anthonybury,Robin Sims,1,607.93
Jocelyn,Bradford,26-Feb-19,,Area Sales Manager,Melissa Decker,WBL,Active,Contract,Zone C,Part-Time,Unk,,Sales,General - Con,16-04-1949,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4,3521,19-09-2022,1,3,3,28-Feb-23,Communication Skills,Internal,Incomplete,West Travis,Lindsay Matthews,5,723.5
Marques,Armstrong,2-Mar-20,,Area Sales Manager,Michael Nguyen,BPC,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Splicing,12/10/1983,KY,Splicer,Female,34369,Other,Single,Fully Meets,1,3522,14-07-2023,1,5,4,5-May-23,Communication Skills,External,Completed,Gonzalesberg,Joe Gonzalez,5,394.04
Rohan,Chapman,25-Jun-21,25-Aug-22,Area Sales Manager,Tony Mcconnell,CCDR,Active,Full-Time,Zone A,Temporary,Resignation,Theory grow future week house.,Sales,General - Con,19-12-1978,KY,Laborer,Female,23092,Other,Single,Fully Meets,2,3523,27-02-2023,3,2,3,10-Jul-23,Leadership Development,External,Incomplete,South William,Felicia Berg,2,451.18
Emmanuel,Franklin,26-Jul-21,4-May-22,Area Sales Manager,Adam Gibson,EW,Future Start,Contract,Zone B,Full-Time,Resignation,Inside week also so.,Sales,Field Operations,11/11/1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2,3524,19-05-2023,3,2,4,2-Jan-23,Communication Skills,Internal,Completed,Wilsonmouth,Jessica Vazquez,5,124.65
Clayton,Mccormick,3-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,MSC,Future Start,Contract,Zone B,Temporary,Retirement,Surface vote old picture.,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2,3525,1/2/2023,1,2,1,9-Oct-22,Leadership Development,External,Incomplete,East Michaelburgh,Tara Christensen,4,237.75
Darius,Krause,15-Sep-22,,Area Sales Manager,Paige Flores MD,NEL,Active,Full-Time,Zone B,Full-Time,Unk,,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4,3526,28-01-2023,1,5,3,15-Oct-22,Customer Service,Internal,Passed,Thompsonton,Denise Wilkerson,2,360.5
Ahmed,Hawkins,1-May-20,25-Feb-21,Area Sales Manager,Hannah Snyder,PL,Active,Full-Time,Zone B,Temporary,Retirement,Especially thing recognize year fine shoulder.,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1,3527,27-02-2023,1,3,2,6-Jan-23,Project Management,Internal,Failed,Berryland,Scott Richardson,4,396.28
Kymani,Benjamin,13-Oct-22,,Area Sales Manager,William Ayala,PYZ,Active,Full-Time,Zone C,Part-Time,Unk,,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2,3528,27-05-2023,5,2,2,2-Mar-23,Technical Skills,External,Passed,Port Williamville,Joseph Phillips,1,465.96
Callum,Mcdaniel,3-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,SVG,Active,Part-Time,Zone C,Full-Time,Voluntary,Camera spring color about energy provide claim.,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2,3529,15-07-2023,2,3,4,4-Sep-22,Project Management,Internal,Incomplete,South Andretown,Julie Hoffman,1,515.56
Zariah,Black,13-Nov-19,,Area Sales Manager,Jenna Weaver,TNS,Active,Full-Time,Zone B,Part-Time,Unk,,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2,3530,27-11-2022,1,2,5,18-Jan-23,Customer Service,External,Passed,Emilyside,Christopher Gonzalez,2,496.85
Ronnie,Mayer,17-Jun-23,,Area Sales Manager,Dylan Blake,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1,3531,24-02-2023,2,4,4,30-Nov-22,Leadership Development,External,Completed,Dannybury,Kristen Harris,3,629.46
Marlon,Ford,14-Oct-21,,Area Sales Manager,Monique Anderson,EW,Active,Part-Time,Zone B,Full-Time,Unk,,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1,3532,8/10/2022,2,2,5,2-May-23,Technical Skills,Internal,Failed,Michaelhaven,Scott Anderson,2,771.61
Slade,Griffith,1-Jun-21,16-Jul-23,Area Sales Manager,Kelsey Gibson,MSC,Active,Contract,Zone B,Full-Time,Voluntary,Pass language out side age evidence.,Sales,General - Sga,12/11/1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2,3533,8/1/2023,2,5,2,11-May-23,Leadership Development,Internal,Completed,North Janet,Jamie Dougherty,4,418.4
Lee,Frye,14-Sep-18,,Area Sales Manager,Sonia Diaz,TNS,Active,Full-Time,Zone A,Full-Time,Unk,,Sales,Engineers,16-08-1959,KY,Engineer,Female,97002,Asian,Single,Fully Meets,4,3534,14-04-2023,4,3,2,21-May-23,Customer Service,Internal,Completed,Jacksonbury,Kathleen Bailey,3,900.96
Veronica,Rowe,11-Dec-18,2-Jun-22,Area Sales Manager,Brian Morton,PYZ,Active,Full-Time,Zone A,Temporary,Retirement,Popular west moment natural step activity.,Sales,Fielders,2/2/1994,KY,Engineer,Female,29811,Black,Single,Fully Meets,4,3535,1/11/2022,1,5,1,25-Jun-23,Technical Skills,External,Incomplete,Derrickview,Katherine Valentine,1,936.96
Aylin,Berg,6-Aug-22,,Area Sales Manager,Thomas Holmes,WBL,Active,Contract,Zone C,Temporary,Unk,,Sales,General - Sga,2/1/1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2,3536,9/10/2022,1,2,4,23-Nov-22,Leadership Development,External,Passed,New Jamesstad,Marissa Dean,5,269.03
Neveah,Rowe,28-May-22,24-Feb-23,Area Sales Manager,Dawn Perez,NEL,Future Start,Contract,Zone C,Part-Time,Retirement,Manager lead both sing.,Sales,Field Operations,11/7/1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2,3537,9/9/2022,4,2,5,6-Feb-23,Leadership Development,Internal,Completed,Griffintown,Janice Leblanc,4,853.77
Keith,Baxter,16-Jun-19,5-Mar-22,Area Sales Manager,Diane Parker,PL,Future Start,Part-Time,Zone C,Part-Time,Resignation,And after why station much cell low.,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2,3538,20-04-2023,1,5,4,6-Oct-22,Technical Skills,Internal,Failed,East Crystal,Joshua Mcguire,4,141.07
Chaz,Bruce,8-Dec-19,,Area Sales Manager,John Johnson,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5,3539,6/2/2023,3,3,4,17-Mar-23,Project Management,External,Failed,Brandtchester,Justin Adams,4,234.77
Maya,Mccann,12-Mar-20,9-Oct-22,Area Sales Manager,Dakota Robinson,CCDR,Active,Full-Time,Zone B,Part-Time,Retirement,American rule surface very figure.,Sales,Splicing,9/6/1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4,3540,25-06-2023,2,2,3,26-Oct-22,Communication Skills,External,Incomplete,West Josephmouth,Kristin Rodriguez,2,903.46
Aaron,Weber,6-Apr-20,24-Jul-23,Area Sales Manager,Melanie Garcia,SVG,Active,Full-Time,Zone B,Full-Time,Involuntary,Read stand western white article campaign dog.,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2,3541,28-11-2022,1,3,3,22-May-23,Customer Service,External,Passed,East Timothy,Ronald Butler,4,380.3
Ellie,Gill,15-Apr-23,,Area Sales Manager,Amanda Knight,EW,Active,Contract,Zone A,Temporary,Unk,,Sales,Field Operations,1/3/1948,IN,Manager,Male,45456,White,Married,Needs Improvement,1,3542,18-10-2022,2,3,4,22-Aug-22,Project Management,Internal,Failed,New Tyler,Jessica Lopez,4,511.42
Rayne,Kerr,10-Nov-20,,Area Sales Manager,Kimberly Cardenas,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Sales,General - Con,18-02-1981,CA,Laborer,Female,45509,Black,Single,Fully Meets,2,3543,11/2/2023,4,5,5,21-May-23,Communication Skills,External,Passed,Charlesville,Brett Turner IV,4,171.03
Samara,Mcbride,29-Jun-23,9-Jul-23,Area Sales Manager,Laura Salinas,TNS,Active,Contract,Zone A,Temporary,Retirement,Political likely land country.,Sales,Aerial,16-09-2000,CA,Foreman,Male,13902,Asian,Single,Fully Meets,2,3544,14-09-2022,3,5,3,2-May-23,Leadership Development,External,Passed,Rayborough,Mrs. Nicole Simon,3,842.93
Ryann,Rubio,7-Mar-22,,Area Sales Manager,Andres Jones,EW,Active,Full-Time,Zone C,Temporary,Unk,,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1,3545,27-05-2023,2,5,2,4-May-23,Customer Service,External,Incomplete,Lopezbury,Monica Jimenez,5,581.12
Paris,Carr,31-Jul-21,27-Jan-23,Area Sales Manager,Jeffrey Huffman,CCDR,Active,Full-Time,Zone B,Part-Time,Voluntary,Baby million million soldier.,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1,3546,10/5/2023,2,5,5,21-Nov-22,Project Management,External,Passed,New Faith,Stephanie Horton,4,426.45
Adriel,Wiggins,20-Jan-22,,Area Sales Manager,Sara Edwards,BPC,Active,Contract,Zone B,Full-Time,Unk,,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2,3547,24-12-2022,2,4,2,24-Apr-23,Technical Skills,External,Failed,Port Robertbury,Timothy Black,4,805.05
Sanaa,Glass,11-Jul-21,10-Oct-22,Area Sales Manager,Stephen Garcia,WBL,Active,Part-Time,Zone A,Full-Time,Resignation,Bit reveal forget the.,Sales,General - Con,25-01-1964,KY,Technician,Female,40135,White,Single,Fully Meets,1,3548,6/10/2022,5,5,3,16-Aug-22,Leadership Development,External,Passed,Lake Tinamouth,Corey Hernandez,3,368.8
Ryan,Lynch,15-Oct-18,18-Oct-20,Area Sales Manager,Tracy Castro MD,TNS,Active,Full-Time,Zone C,Full-Time,Retirement,Fact southern recognize themselves type mean.,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2,3549,19-04-2023,1,4,1,2-Nov-22,Communication Skills,External,Failed,Claudiashire,John Gutierrez DDS,5,788.67
Charlie,Atkinson,26-Nov-21,14-Oct-22,Area Sales Manager,Jennifer Hicks,SVG,Future Start,Part-Time,Zone C,Temporary,Resignation,Will person decade Republican.,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1,3550,23-01-2023,3,5,4,9-Apr-23,Project Management,Internal,Completed,New Bonnie,Lisa Gibbs,4,363.11
Emery,Roach,11-Aug-18,,Area Sales Manager,Victoria Bailey,PYZ,Active,Part-Time,Zone C,Part-Time,Unk,,Sales,Engineers,4/7/1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4,3551,3/6/2023,4,4,3,27-Oct-22,Communication Skills,External,Incomplete,Danielfort,Jesus Daniel,1,570.13
Harper,Ramos,16-Feb-20,3-Jun-20,Area Sales Manager,Maria Chan,PL,Active,Full-Time,Zone B,Full-Time,Retirement,Stand possible truth bank on meet daughter.,Sales,Field Operations,11/8/1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1,3552,14-10-2022,3,4,2,26-Nov-22,Leadership Development,External,Failed,Charlottebury,John Miller,4,480.87
Khalil,Mendez,20-Jan-20,,Area Sales Manager,Regina Martinez,NEL,Active,Contract,Zone C,Temporary,Unk,,Sales,Field Operations,7/5/1949,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4,3553,30-10-2022,4,2,4,11-Dec-22,Project Management,Internal,Incomplete,West David,Christopher Curtis,5,689.48
Lizeth,Holland,31-Mar-19,,Area Sales Manager,Tonya Martin,MSC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1,3554,7/6/2023,2,1,2,5-Jun-23,Project Management,Internal,Completed,Carsonmouth,Collin Santiago,4,283.33
Matilda,Randall,6-Jan-23,7-May-23,Area Sales Manager,Daniel Wolf,EW,Active,Full-Time,Zone C,Temporary,Resignation,Choose list of all nor stock.,Sales,General - Eng,11/1/1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4,3555,13-01-2023,2,5,1,4-Mar-23,Leadership Development,External,Passed,Nashview,Darlene Vega,4,566.12
Damien,Howe,18-Jul-19,15-Jan-20,Area Sales Manager,Sarah Petersen,CCDR,Active,Full-Time,Zone B,Temporary,Retirement,Community material much behind.,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2,3556,11/6/2023,2,2,3,11-Feb-23,Customer Service,Internal,Incomplete,Christinastad,Mandy Morrison,1,513.92
Nicholas,Obrien,13-Feb-19,,Area Sales Manager,Victoria Christian DDS,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Sales,Field Operations,6/6/1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2,3557,20-04-2023,4,5,2,4-Feb-23,Project Management,External,Failed,East Cherylmouth,Melissa Oliver,1,210.38
Mildred,Gentry,30-Dec-18,,Production Technician I,Erin Moore,MSC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Yard (Material Handling),4/6/1959,MA,Manager,Female,2145,Black,Single,Fully Meets,1,3558,5/10/2022,2,5,3,18-Jul-23,Technical Skills,Internal,Completed,Lake Markberg,Cassandra Bell,1,941.54
Wilson K,Adinolfi,6-Nov-19,6-Sep-20,Production Technician I,Andrea Gutierrez,NEL,Active,Part-Time,Zone C,Full-Time,Retirement,Age approach seek person across yes care.,Production       ,Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2,3559,27-12-2022,3,2,1,30-Nov-22,Project Management,External,Failed,West Michelletown,John Allen,2,959.81
Joanne,Handschiegl,1-Jun-22,,Production Technician I,Wanda Ross DDS,MSC,Active,Contract,Zone C,Full-Time,Unk,,Production       ,Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4,3560,9/1/2023,2,4,5,22-May-23,Technical Skills,External,Passed,East Jenna,Rebecca Welch,1,738.92
Dianna,Blount,28-Mar-23,,Production Technician II,Steven King,BPC,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5,3561,20-11-2022,2,1,5,7-Sep-22,Technical Skills,External,Failed,Lake Johnstad,Samuel Lynch,5,445.04
Jean,Crimmings,21-May-19,5-Jan-23,Production Technician I,Stephen Rodriguez,CCDR,Future Start,Contract,Zone B,Full-Time,Retirement,Whom summer common produce despite follow.,Production       ,Shop (Fleet),9/4/1954,MA,Manager,Female,1821,Other,Single,Exceeds,2,3562,27-11-2022,2,1,3,2-Jan-23,Project Management,External,Failed,West William,Jason Gallegos,3,808.05
Nore,Sadki,1-Jan-19,,Production Technician I,Patricia Carter,WBL,Active,Contract,Zone B,Full-Time,Unk,,Production       ,Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4,3563,31-01-2023,4,1,3,6-Apr-23,Leadership Development,External,Passed,Lake Tammyborough,Samantha Fisher,4,886.9
Susan,Lundy,26-Jan-19,2-Dec-20,Production Technician II,Diana Johnson,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,Resignation,Week degree party available measure.,Production       ,Aerial,7/11/1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1,3564,12/3/2023,4,4,3,10-Dec-22,Technical Skills,External,Incomplete,North Richard,Kimberly Thomas,4,106.14
Kramer,Keatts,11-Sep-21,,Production Technician I,Diana Good,WBL,Active,Part-Time,Zone B,Full-Time,Unk,,Production       ,General - Con,10/5/1968,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4,3565,29-09-2022,5,5,5,6-May-23,Project Management,External,Passed,Courtneymouth,Samantha Nichols,4,684.35
Maliki,Moumanil,26-Sep-21,,Production Technician II,Desiree Stephens,PL,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Aerial,5/10/1963,MA,Lineman,Male,1460,Black,Single,Fully Meets,2,3566,27-01-2023,1,2,3,5-Sep-22,Communication Skills,Internal,Failed,Jordanborough,John Gamble,2,578.81
